date,Quality,Con_Value,Con_Change,Momentum,Turnover
2012-01-31,0.2,0.2,0.2,0.2,0.2
2012-02-29,0.2,0.2,0.2,0.2,0.2
2012-03-31,0.2,0.2,0.2,0.2,0.2
2012-04-30,0.2,0.2,0.2,0.2,0.2
2012-05-31,0.2,0.2,0.2,0.2,0.2
2012-06-30,0.2,0.2,0.2,0.2,0.2
2012-07-31,0.2,0.2,0.2,0.2,0.2
2012-08-31,0.2,0.2,0.2,0.2,0.2
2012-09-30,0.2,0.2,0.2,0.2,0.2
2012-10-31,0.2,0.2,0.2,0.2,0.2
2012-11-30,0.2,0.2,0.2,0.2,0.2
2012-12-31,-0.3731544585921058,0.12024574995898127,0.21377048308044722,-0.17785592152159535,0.11497338684687043
2013-01-31,-0.19301327280322822,0.14245975999197097,0.3163387715197507,-0.20791477079179269,0.14027342489325734
2013-02-28,-0.12829959896418913,0.11756059431827691,0.3455968719795289,-0.2631122121040392,0.14543072263396584
2013-03-31,-0.2145849857256486,0.10077843674977557,0.4521669686482316,-0.0842686805667809,0.1482009283095634
2013-04-30,-0.2530508857827826,0.05070248500678726,0.552343453870571,-0.1294455623440436,0.014457612995815524
2013-05-31,-0.2793571678902407,0.13586469656923703,0.4294058267675013,-0.027357081612070528,0.12801522716095054
2013-06-30,-0.3384849863816608,0.17411703512059318,0.36038359691725846,0.00508353355116409,0.12193084802932336
2013-07-31,-0.35164233782040855,0.3156091592927373,0.29764487965069125,-0.020637251435020133,0.01446637180114273
2013-08-31,-0.3251190734157191,0.2921033411668617,0.2959072781992334,0.02936079852790587,-0.05750950869027986
2013-09-30,-0.3556374395397046,0.294567225828188,0.24723358433072287,-0.03801596418660038,-0.06454578611478425
2013-10-31,-0.3240825615991012,0.2524629001262712,0.3424241535794035,0.04339897664573571,0.03763140804948849
2013-11-30,-0.3016870148860139,0.2408925211369181,0.3181365405129807,0.09092582822790425,0.04835809523618306
2013-12-31,-0.08236942977838484,0.2224288215776531,0.42001410158709024,0.1904109281381935,0.08477671891867836
2014-01-31,-0.07172323723454098,0.1611582334164208,0.39816045181784937,0.24692003308097352,0.12203804445021528
2014-02-28,-0.16504996642353462,0.026481830496818858,0.4364011496745321,0.2970904603423327,0.07497659306278175
2014-03-31,-0.11917176836412707,-0.05126449600103992,0.38135552861617045,0.41268349862981174,0.03552470838885087
2014-04-30,-0.1367699750013698,-0.06123766483971588,0.21070754629608682,0.3853697888692017,0.20591502499362574
2014-05-31,-0.22217765484886254,0.05686859870298097,0.25677761340717753,0.3495184718504673,0.11465766119051177
2014-06-30,-0.19818417174591116,-0.024960252378828995,0.2035679636071187,0.38963268828320907,0.18365492398493202
2014-07-31,-0.23382535292856574,-0.17939494572854495,0.24872057116853113,0.26856091317464303,0.06949821699971517
2014-08-31,-0.26269600123541514,-0.14280434317029092,0.11728700679529382,0.33381583326227393,0.1433968155367263
2014-09-30,-0.2282386539376874,-0.2003207683660959,0.13433058103717277,0.3124410557013352,0.12466894095770865
2014-10-31,-0.37045590457145633,-0.1402971146017985,0.018648307841334064,0.24091024604748573,0.22968842693792535
2014-11-30,-0.24640326491843717,-0.03247782959675211,0.22582046415346194,0.2071167028813711,0.28818173844997763
2014-12-31,-0.39764926472986334,0.09100043367653417,0.10140646914660886,0.2390696039477876,0.17087422849920594
2015-01-31,-0.30635935350418475,0.11509929218690969,0.21407874310511885,0.24010172327493176,0.12436088792885504
2015-02-28,-0.3028861629437233,0.19964484499461557,0.21005065227930014,0.2539950466836932,0.03342329309866788
2015-03-31,-0.2775395839499631,0.2365406893436059,0.2110358762580191,0.24186584602185082,0.03301800442656115
2015-04-30,-0.2846658598338474,0.29397721710006985,0.1695553663450398,0.19223865882478902,0.05956289789625377
2015-05-31,-0.3236912778081728,0.3012878063315592,0.11116397900371908,0.20430966246036658,0.05954727439618231
2015-06-30,-0.34356740308951567,0.3102409575120192,0.016864720483334143,0.2774856766771679,0.051841242237963214
2015-07-31,-0.28196258537611785,0.24520621791428243,-0.025715520550554052,0.29509240640126194,0.15202326975778374
2015-08-31,-0.31002386200536125,0.2166643775782862,-0.044942896831538036,0.26601340963771986,0.16235545394709464
2015-09-30,-0.2642673300028617,0.23240288801870773,0.01784167052566018,0.301632666156343,0.1838554452964273
2015-10-31,-0.22569200417297167,0.2292289077611654,-0.05213684054353893,0.3717895324013762,0.12115271512094783
2015-11-30,-0.2336335350659074,0.21228216608073494,-0.10806360497638187,0.3710791966152189,0.07494149726175708
2015-12-31,-0.2539504257234347,0.15179349467037156,-0.10541771545306235,0.3943838056057427,0.09445455854738859
2016-01-31,-0.24744213191015985,0.18068931126649684,-0.16727908426454838,0.30124646232624946,0.10334301023254552
2016-02-29,-0.21446297622364888,0.05164974743524778,-0.2065597544711353,0.26637926819996544,0.26094825367000263
2016-03-31,-0.11238445569885992,0.03777993808198081,-0.2850804142690401,0.2740702179066521,0.290684974043467
2016-04-30,-0.039971238267340836,0.05117070874500396,-0.28871606506125913,0.35636613982214627,0.2637758481042497
2016-05-31,0.04518267993069843,-0.027931711984442283,-0.26305034033010044,0.3849843299802728,0.27885093777448594
2016-06-30,0.0889593672528853,-0.07187846058316137,-0.11124895485677744,0.41734707417865063,0.31056614312852526
2016-07-31,0.10773356758772704,-0.07659349311621155,-0.05167507485736783,0.39236193851920115,0.3716359259194924
2016-08-31,0.1445743086989194,-0.02294483950155791,-0.020238553287488744,0.4410386970843105,0.3712036014277235
2016-09-30,0.22195297375998632,-0.09455710076205505,-0.05043438857686379,0.2998169008469647,0.3332386360541301
2016-10-31,0.2110198720807904,-0.05785452530579038,0.023290978889740462,0.24853417612618678,0.459300447597492
2016-11-30,0.22246833334246394,-0.08252285052724395,0.0313947335856426,0.1653401337639248,0.4982739487807247
2016-12-31,0.21717078307792145,-0.2147123663485208,0.006073652811091283,0.15951311159385678,0.40253008616860964
2017-01-31,0.275404130718662,-0.3289902427612678,0.03428694096707818,0.09760356800181139,0.26371511755118066
2017-02-28,0.18434357327057269,-0.315316549393637,0.07165699033343732,0.18781985863987385,0.2408630283624792
2017-03-31,0.22439112313468662,-0.3720448284342492,0.05873870704319296,0.25956288506630515,0.08526245632156615
2017-04-30,0.0747759441324402,-0.4333905950181244,0.102501794088452,0.2887574959587565,-0.1005741708022271
2017-05-31,0.010824130543112286,-0.3185689252424027,0.21281192878889627,0.2663453307141116,-0.19144968471147716
2017-06-30,0.047101893785218146,-0.28986014953082717,0.15964766523273746,0.27652091732756623,-0.22686937412365088
2017-07-31,0.1129930536734745,-0.2364402617839589,-0.03642108059575783,0.36007068093229805,-0.2540749230145108
2017-08-31,0.216227508420622,-0.2724819201768238,-0.029734645871184906,0.15223389731240958,-0.3293220282189598
2017-09-30,0.0873770019182178,-0.18599876667830395,-0.038390412179563044,0.17728916925828028,-0.5109446499656348
2017-10-31,0.12364944724344015,-0.16262837080191495,0.024461334019977705,0.32345197603587383,-0.36580887189879335
2017-11-30,-0.015200505632708864,-0.14229802901751096,0.1112897193196096,0.28011415623790586,-0.45109758979226466
2017-12-31,-0.07450929216060008,-0.007042918119986523,0.16597710274477695,0.2775041002520267,-0.4749665867226098
2018-01-31,-0.12201723590754346,0.048648616767054384,0.16478776880632337,0.2695466079225486,-0.3949997705965303
2018-02-28,0.12237080194227277,0.1638071725242121,0.18992378698132378,0.22223184429527895,-0.3016663942569124
2018-03-31,0.03998707287681167,-0.06489124804767253,0.45513139681020764,0.3168801642763273,-0.12311011798898071
2018-04-30,0.09615381860843326,-0.14120336575860437,0.4992737777177973,0.08866778439838545,0.17470125351677965
2018-05-31,-0.12880639974464306,-0.33857483140232625,0.30259578350038124,-0.03654838043965633,0.19347460491299306
2018-06-30,-0.09094105675581528,-0.41121707226001897,0.33645673700804624,0.08573237412419688,0.07565275985192252
2018-07-31,-0.010082065586048511,-0.33589995137280915,0.5689012283574697,-0.0780478630017326,0.007068891681940006
2018-08-31,-0.041796371317573834,-0.25817225749865497,0.558882462217448,0.083662138006343,0.0574867709599802
2018-09-30,-0.025010256264545255,-0.15141252386639004,0.585671411805748,0.019267975389277436,0.21863783267403922
2018-10-31,-0.15381016690162955,-0.03183359230828755,0.5416372359121763,0.008899979102836872,0.2638190257750697
2018-11-30,-0.1482984992026763,-0.03535148390517351,0.26322053429622944,0.14405572226115423,0.4090737603347665
2018-12-31,-0.07893092483658223,-0.09804320798718186,0.4724353471952093,0.08626659438051866,0.264323925600508
2019-01-31,-0.02912588858801204,-0.001331814719715735,0.6675988079108811,0.005730552289590554,0.29621293649180064
2019-02-28,-0.13317287430362534,0.1207789438815326,0.41045333800389733,0.14210316434851364,-0.1934916794624312
2019-03-31,-0.08058943110005214,0.2617494950064794,0.43292700089187824,0.13657887190173473,-0.08815520109985556
2019-04-30,0.0173257593307555,0.34115006684847093,0.34903547524103984,-0.08012673032821589,-0.2123619682515179
2019-05-31,0.1591245790874673,0.30760818463081463,0.362742035765428,0.0650266943279009,0.10549850618838923
2019-06-30,0.23322051310382175,0.32128016242340873,0.2569396559085034,-0.16614328625211472,0.022416382312151522
2019-07-31,0.08815887830169715,0.3121584032374014,0.24347298715405627,-0.23890032915879839,-0.11730940214804675
2019-08-31,0.2141904905528481,0.17368989244274843,-0.04968412602098827,-0.36527802079217103,-0.1971574701912442
2019-09-30,0.24056836728763645,0.11373280156041912,-0.08947075278784164,-0.45606669397394717,-0.10016138439015579
2019-10-31,0.41732204332665596,-0.13896549186746734,0.06909658031481404,-0.198784793046649,-0.17583109144441375
2019-11-30,0.410719542173149,-0.17232497152459575,0.12389114639349418,-0.028882772874350166,-0.26418156703441087
2019-12-31,0.518687067578251,-0.2687557651136615,-0.12090164645344209,0.061756764300178665,-0.029898756554466503
2020-01-31,0.42904114025686296,-0.49254295716683166,0.04861667843192625,0.008488707147979248,0.021310516996399725
2020-02-29,0.1387845971104169,-0.3474340214964149,-0.11007246412091008,-0.10295038661649239,0.30075853065576563
2020-03-31,0.11343383972770545,-0.45950392453839756,-0.17673757811447935,-0.08970105491556697,0.1606236027038507
2020-04-30,0.2384712306825412,-0.4149958864617498,0.025690020814992956,0.22709569471791916,0.09374716732279695
2020-05-31,0.39024803173613387,-0.18870144657115165,-0.06512535952962568,0.21534195145919513,-0.14058321070389368
2020-06-30,0.30063817310292323,-0.19292483922956868,-0.11061581499480652,0.36787011829211447,0.027951054380587075
2020-07-31,0.37714029837940793,-0.22580065732341303,-0.026498992522479045,0.2555830837789263,0.11497696799577362
2020-08-31,0.2991638212359973,-0.2946872434048528,-0.08648044202150912,0.26321596683891246,0.05645252649872843
2020-09-30,0.2903601709437597,-0.2863386601318364,-0.16686151549869938,0.23720097609886018,0.019238677326844277
2020-10-31,0.276934733823847,-0.25634699029675123,-0.2547794459232285,0.08822498310597905,0.12371384685019447
2020-11-30,0.28754164293865414,-0.29649411765233263,-0.2374777650290517,0.05987806186112108,0.11860841251884044
2020-12-31,0.1817946735481331,-0.3001713588267893,-0.30305285935057613,0.08018593796002689,0.13479517031447458
2021-01-31,0.1618933755674859,-0.21333159821104225,-0.35419559396390426,0.12836371984670916,0.14221571241085845
